team,players_used,avg_age,possession,games_played,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_attempted,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Rayo Vallecano,24,28.2,,38,418,3420,38.0,54,31,85,49,5,6,109,9.0,1.42,0.82,2.24,1.29,2.11,,667.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,,,,,,,,
Real Madrid,23,25.8,,38,418,3420,38.0,78,50,128,74,4,8,78,2.0,2.05,1.32,3.37,1.95,3.26,,594.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,,,,,,,,
Real Sociedad,30,26.6,,38,418,3420,38.0,51,28,79,42,9,9,95,12.0,1.34,0.74,2.08,1.11,1.84,,634.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,,,,,,,,
Valencia,24,27.6,,38,418,3420,38.0,53,39,92,47,6,9,117,7.0,1.39,1.03,2.42,1.24,2.26,,818.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,,,,,,,,
Valladolid,24,26.2,,38,418,3420,38.0,41,26,67,36,5,6,109,6.0,1.08,0.68,1.76,0.95,1.63,,739.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,,,,,,,,
Villarreal,24,26.5,,38,422,3420,38.0,57,29,86,54,3,3,116,10.0,1.5,0.76,2.26,1.42,2.18,,782.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,,,,,,,,
Zaragoza,25,28.3,,38,419,3420,38.0,53,37,90,51,2,3,86,6.0,1.39,0.97,2.37,1.34,2.32,,653.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,,,,,,,,
1860 Munich,23,27.8,,34,372,3060,34.0,50,32,82,45,5,6,87,4.0,1.47,0.94,2.41,1.32,2.26,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Arminia,27,27.9,,34,374,3060,34.0,39,27,66,35,4,5,69,7.0,1.15,0.79,1.94,1.03,1.82,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Bayern Munich,24,27.9,,34,374,3060,34.0,72,55,127,67,5,6,81,2.0,2.12,1.62,3.74,1.97,3.59,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Dortmund,25,28.0,,34,374,3060,34.0,39,35,74,37,2,2,97,1.0,1.15,1.03,2.18,1.09,2.12,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Eint Frankfurt,26,28.2,,34,374,3060,34.0,42,34,76,38,4,4,68,4.0,1.24,1.0,2.24,1.12,2.12,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Freiburg,25,25.4,,34,374,3060,34.0,45,31,76,40,5,9,72,8.0,1.32,0.91,2.24,1.18,2.09,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Hamburger SV,26,27.2,,34,373,3060,34.0,60,42,102,50,10,10,64,2.0,1.76,1.24,3.0,1.47,2.71,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Hansa Rostock,23,28.0,,34,373,3060,34.0,42,27,69,38,4,4,79,4.0,1.24,0.79,2.03,1.12,1.91,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Hertha BSC,27,27.5,,34,374,3060,34.0,38,30,68,38,0,1,79,3.0,1.12,0.88,2.0,1.12,2.0,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Kaiserslautern,23,29.2,,34,373,3060,34.0,52,40,92,47,5,7,73,5.0,1.53,1.18,2.71,1.38,2.56,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Leverkusen,25,26.2,,34,374,3060,34.0,74,55,129,70,4,5,82,4.0,2.18,1.62,3.79,2.06,3.68,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
MSV Duisburg,27,29.0,,34,378,3060,34.0,37,24,61,32,5,5,82,1.0,1.09,0.71,1.79,0.94,1.65,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Schalke 04,27,28.2,,34,370,3060,34.0,40,31,71,37,3,5,78,7.0,1.18,0.91,2.09,1.09,2.0,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Stuttgart,26,27.6,,34,373,3060,34.0,43,30,73,41,2,3,74,6.0,1.26,0.88,2.15,1.21,2.09,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Ulm,21,27.1,,34,374,3060,34.0,35,29,64,33,2,2,69,7.0,1.03,0.85,1.88,0.97,1.82,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Unterhaching,22,28.0,,34,374,3060,34.0,40,23,63,35,5,7,53,4.0,1.18,0.68,1.85,1.03,1.71,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Werder Bremen,23,26.9,,34,373,3060,34.0,65,51,116,60,5,5,67,3.0,1.91,1.5,3.41,1.76,3.26,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Wolfsburg,27,28.4,,34,374,3060,34.0,51,43,94,50,1,2,70,1.0,1.5,1.26,2.76,1.47,2.74,,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,,,,,,,,
Atalanta,29,26.3,51.0,38,418,3420,38.0,72,57,129,67,5,5,76,1.0,1.89,1.5,3.39,1.76,3.26,1.0,486.0,367.0,63.0,710.0,340.0,369.0,4.0,9.0,1.0,2023-2024,Serie-A,57.8,53.9,43.9,97.8,715.0,1754.0,1.52,1.16,2.68,1.42,2.57,2023.0,627.0,491.0,56.1
Bologna,28,25.2,58.1,38,418,3420,38.0,52,32,84,48,4,5,85,2.0,1.37,0.84,2.21,1.26,2.11,2.0,458.0,456.0,55.0,510.0,258.0,385.0,3.0,7.0,1.0,2023-2024,Serie-A,47.9,44.0,32.1,76.1,660.0,1453.0,1.26,0.84,2.11,1.16,2.0,1769.0,416.0,413.0,50.2
Cagliari,29,26.1,42.1,38,418,3420,38.0,41,30,71,37,4,6,77,4.0,1.08,0.79,1.87,0.97,1.76,2.0,464.0,418.0,64.0,852.0,265.0,315.0,3.0,5.0,3.0,2023-2024,Serie-A,42.9,38.4,29.1,67.5,529.0,1109.0,1.13,0.77,1.9,1.01,1.78,1774.0,571.0,613.0,48.2
Empoli,34,26.0,44.0,38,418,3420,38.0,26,19,45,21,5,5,88,1.0,0.68,0.5,1.18,0.55,1.05,1.0,524.0,514.0,82.0,672.0,263.0,378.0,4.0,8.0,1.0,2023-2024,Serie-A,36.2,32.4,25.8,58.3,524.0,1056.0,0.95,0.68,1.63,0.85,1.53,1623.0,509.0,628.0,44.8
Fiorentina,30,27.0,57.4,38,418,3420,38.0,60,41,101,56,4,8,80,0.0,1.58,1.08,2.66,1.47,2.55,0.0,459.0,450.0,57.0,748.0,236.0,320.0,6.0,9.0,0.0,2023-2024,Serie-A,51.7,45.4,35.3,80.7,621.0,1656.0,1.36,0.93,2.29,1.19,2.12,1720.0,626.0,603.0,50.9
Frosinone,34,24.3,49.7,38,418,3420,38.0,44,29,73,36,8,10,68,2.0,1.16,0.76,1.92,0.95,1.71,1.0,388.0,442.0,48.0,524.0,241.0,322.0,8.0,8.0,2.0,2023-2024,Serie-A,45.8,37.9,30.2,68.1,563.0,1326.0,1.2,0.79,2.0,1.0,1.79,1780.0,518.0,602.0,46.3
Genoa,34,26.7,44.1,38,418,3420,38.0,43,27,70,38,5,6,79,3.0,1.13,0.71,1.84,1.0,1.71,3.0,450.0,406.0,47.0,610.0,332.0,352.0,3.0,4.0,1.0,2023-2024,Serie-A,35.7,31.0,22.8,53.8,468.0,1079.0,0.94,0.6,1.54,0.82,1.42,1643.0,610.0,543.0,52.9
Hellas Verona,36,25.7,44.4,38,418,3420,38.0,38,29,67,35,3,7,88,6.0,1.0,0.76,1.76,0.92,1.68,2.0,541.0,447.0,61.0,724.0,302.0,387.0,4.0,2.0,1.0,2023-2024,Serie-A,38.0,32.4,27.2,59.6,539.0,1122.0,1.0,0.72,1.72,0.85,1.57,1842.0,750.0,644.0,53.8
Inter,27,29.1,57.1,38,418,3420,38.0,87,60,147,74,13,14,46,1.0,2.29,1.58,3.87,1.95,3.53,0.0,405.0,408.0,77.0,804.0,280.0,321.0,11.0,4.0,0.0,2023-2024,Serie-A,78.2,67.4,55.6,123.0,720.0,1620.0,2.06,1.46,3.52,1.77,3.24,1602.0,535.0,370.0,59.1
Juventus,31,26.5,48.5,38,418,3420,38.0,52,37,89,49,3,5,87,2.0,1.37,0.97,2.34,1.29,2.26,1.0,478.0,376.0,72.0,708.0,253.0,369.0,3.0,3.0,2.0,2023-2024,Serie-A,54.6,50.6,39.6,90.2,709.0,1473.0,1.44,1.04,2.48,1.33,2.37,1656.0,486.0,434.0,52.8
Lazio,22,28.2,53.3,38,418,3420,38.0,46,30,76,42,4,4,101,5.0,1.21,0.79,2.0,1.11,1.89,2.0,473.0,435.0,72.0,624.0,295.0,348.0,3.0,3.0,0.0,2023-2024,Serie-A,46.5,43.4,32.9,76.4,716.0,1528.0,1.22,0.87,2.09,1.14,2.01,1764.0,399.0,453.0,46.8
Lecce,26,24.9,44.9,38,418,3420,38.0,30,23,53,27,3,5,89,5.0,0.79,0.61,1.39,0.71,1.32,2.0,504.0,481.0,56.0,650.0,308.0,374.0,4.0,6.0,1.0,2023-2024,Serie-A,43.1,39.2,30.6,69.9,638.0,1183.0,1.14,0.81,1.94,1.03,1.84,1779.0,548.0,616.0,47.1
Milan,35,26.6,56.9,38,418,3420,38.0,76,56,132,70,6,8,82,8.0,2.0,1.47,3.47,1.84,3.32,2.0,429.0,410.0,57.0,660.0,252.0,333.0,6.0,8.0,1.0,2023-2024,Serie-A,66.2,60.0,46.0,106.0,899.0,1569.0,1.74,1.21,2.95,1.58,2.79,1616.0,432.0,410.0,51.3
Monza,31,26.8,53.5,38,418,3420,38.0,38,29,67,34,4,5,88,5.0,1.0,0.76,1.76,0.89,1.66,4.0,458.0,408.0,40.0,584.0,279.0,334.0,2.0,9.0,0.0,2023-2024,Serie-A,39.5,35.9,27.8,63.8,723.0,1248.0,1.04,0.73,1.77,0.95,1.68,1468.0,442.0,462.0,48.9
Napoli,29,27.2,60.9,38,418,3420,38.0,54,36,90,48,6,10,77,5.0,1.42,0.95,2.37,1.26,2.21,3.0,381.0,451.0,71.0,737.0,241.0,326.0,8.0,4.0,0.0,2023-2024,Serie-A,61.4,53.3,42.9,96.2,802.0,1758.0,1.62,1.13,2.74,1.4,2.53,1707.0,470.0,483.0,49.3
Roma,30,27.7,54.9,38,418,3420,38.0,64,44,108,53,11,12,95,3.0,1.68,1.16,2.84,1.39,2.55,1.0,455.0,430.0,66.0,654.0,242.0,336.0,7.0,5.0,3.0,2023-2024,Serie-A,51.4,42.3,34.4,76.7,682.0,1469.0,1.35,0.91,2.26,1.11,2.02,1602.0,478.0,443.0,51.9
Salernitana,39,27.2,44.5,38,418,3420,38.0,32,25,57,30,2,2,91,3.0,0.84,0.66,1.5,0.79,1.45,1.0,450.0,470.0,61.0,596.0,279.0,327.0,1.0,10.0,2.0,2023-2024,Serie-A,30.3,28.7,22.4,51.1,499.0,1119.0,0.8,0.59,1.39,0.76,1.34,1634.0,520.0,662.0,44.0
Sassuolo,30,26.4,43.8,38,418,3420,38.0,42,28,70,35,7,8,71,4.0,1.11,0.74,1.84,0.92,1.66,2.0,387.0,398.0,26.0,661.0,267.0,310.0,6.0,11.0,4.0,2023-2024,Serie-A,39.8,33.8,25.9,59.7,636.0,1301.0,1.05,0.68,1.73,0.89,1.57,1600.0,452.0,607.0,42.7
Torino,30,26.4,51.6,38,418,3420,38.0,35,29,64,33,2,2,75,2.0,0.92,0.76,1.68,0.87,1.63,1.0,471.0,419.0,63.0,761.0,329.0,275.0,2.0,7.0,0.0,2023-2024,Serie-A,37.7,36.1,30.1,66.2,710.0,1333.0,0.99,0.79,1.78,0.95,1.74,1679.0,588.0,594.0,49.7
Udinese,32,25.7,39.3,38,418,3420,38.0,36,23,59,33,3,4,94,5.0,0.95,0.61,1.55,0.87,1.47,3.0,496.0,418.0,57.0,556.0,327.0,381.0,4.0,9.0,1.0,2023-2024,Serie-A,39.1,36.8,28.0,64.9,602.0,1022.0,1.03,0.74,1.77,0.97,1.71,1752.0,561.0,467.0,54.6
Alavés,23,29.1,,38,418,3420,38.0,38,26,64,35,3,7,104,8.0,1.0,0.68,1.68,0.92,1.61,,776.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Athletic Club,27,25.8,,38,418,3420,38.0,62,42,104,56,6,7,101,2.0,1.63,1.11,2.74,1.47,2.58,,754.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Atlético Madrid,25,27.2,,38,418,3420,38.0,49,37,86,44,5,9,129,10.0,1.29,0.97,2.26,1.16,2.13,,780.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Barcelona,28,26.1,,38,419,3420,38.0,61,47,108,55,6,7,91,8.0,1.61,1.24,2.84,1.45,2.68,,604.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Betis,28,25.5,,38,410,3420,38.0,52,38,90,47,5,6,112,8.0,1.37,1.0,2.37,1.24,2.24,,720.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Celta Vigo,28,27.8,,38,418,3420,38.0,44,32,76,41,3,8,98,6.0,1.16,0.84,2.0,1.08,1.92,,645.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Espanyol,30,25.7,,38,412,3420,38.0,47,32,79,40,7,8,105,9.0,1.24,0.84,2.08,1.05,1.89,,734.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
La Coruña,24,28.7,,38,418,3420,38.0,67,50,117,62,5,6,71,4.0,1.76,1.32,3.08,1.63,2.95,,590.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Málaga,31,27.8,,38,417,3420,38.0,43,30,73,39,4,6,118,11.0,1.13,0.79,1.92,1.03,1.82,,768.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Mallorca,26,26.5,,38,418,3420,38.0,47,30,77,39,8,8,100,7.0,1.24,0.79,2.03,1.03,1.82,,686.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Osasuna,27,26.7,,38,415,3420,38.0,39,26,65,33,6,6,107,7.0,1.03,0.68,1.71,0.87,1.55,,705.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Racing Sant,32,25.7,,38,417,3420,38.0,53,31,84,48,5,7,103,7.0,1.39,0.82,2.21,1.26,2.08,,775.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Rayo Vallecano,28,26.9,,38,418,3420,38.0,30,19,49,23,7,7,103,7.0,0.79,0.5,1.29,0.61,1.11,,670.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Real Madrid,23,26.9,,38,418,3420,38.0,86,62,148,80,6,8,67,4.0,2.26,1.63,3.89,2.11,3.74,,635.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Real Sociedad,22,27.1,,38,418,3420,38.0,70,49,119,65,5,6,69,3.0,1.84,1.29,3.13,1.71,3.0,,678.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Recreativo,28,26.8,,38,427,3420,38.0,35,25,60,33,2,5,89,8.0,0.92,0.66,1.58,0.87,1.53,,655.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Sevilla,28,26.6,,38,418,3420,38.0,34,24,58,28,6,6,104,9.0,0.89,0.63,1.53,0.74,1.37,,711.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Valencia,31,26.7,,38,418,3420,38.0,53,34,87,48,5,9,104,9.0,1.39,0.89,2.29,1.26,2.16,,805.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Valladolid,27,25.3,,38,417,3420,38.0,35,25,60,32,3,4,86,7.0,0.92,0.66,1.58,0.84,1.5,,726.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
Villarreal,30,25.8,,38,418,3420,38.0,43,26,69,36,7,8,100,7.0,1.13,0.68,1.82,0.95,1.63,,701.0,,,,,,,,,2002-2003,La-Liga,,,,,,,,,,,,,,,
1860 Munich,28,26.5,,34,374,3060,34.0,32,22,54,28,4,5,86,4.0,0.94,0.65,1.59,0.82,1.47,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Bayern Munich,26,27.5,,34,367,3060,34.0,70,56,126,67,3,4,67,5.0,2.06,1.65,3.71,1.97,3.62,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Bochum,21,28.6,,34,374,3060,34.0,56,42,98,56,0,0,64,0.0,1.65,1.24,2.88,1.65,2.88,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Dortmund,27,27.0,,34,367,3060,34.0,57,36,93,52,5,7,67,3.0,1.68,1.06,2.74,1.53,2.59,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Eint Frankfurt,27,27.7,,34,374,3060,34.0,36,25,61,32,4,7,72,4.0,1.06,0.74,1.79,0.94,1.68,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Freiburg,23,25.5,,34,380,3060,34.0,41,29,70,35,6,6,57,4.0,1.21,0.85,2.06,1.03,1.88,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Gladbach,32,27.6,,34,374,3060,34.0,38,30,68,34,4,7,68,3.0,1.12,0.88,2.0,1.0,1.88,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Hamburger SV,25,27.2,,34,375,3060,34.0,45,34,79,43,2,2,82,3.0,1.32,1.0,2.32,1.26,2.26,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Hannover 96,31,26.4,,34,377,3060,34.0,49,38,87,46,3,3,76,7.0,1.44,1.12,2.56,1.35,2.47,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Hansa Rostock,23,27.7,,34,374,3060,34.0,53,42,95,50,3,5,83,5.0,1.56,1.24,2.79,1.47,2.71,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Hertha BSC,28,26.9,,34,374,3060,34.0,40,31,71,38,2,2,88,8.0,1.18,0.91,2.09,1.12,2.03,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Kaiserslautern,31,27.2,,34,374,3060,34.0,39,26,65,38,1,3,99,7.0,1.15,0.76,1.91,1.12,1.88,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Köln,30,26.1,,34,372,3060,34.0,31,20,51,30,1,2,74,4.0,0.91,0.59,1.5,0.88,1.47,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Leverkusen,21,26.4,,34,374,3060,34.0,70,55,125,68,2,4,75,4.0,2.06,1.62,3.68,2.0,3.62,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Schalke 04,28,27.0,,34,374,3060,34.0,48,36,84,44,4,5,70,5.0,1.41,1.06,2.47,1.29,2.35,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Stuttgart,24,25.4,,34,374,3060,34.0,52,37,89,50,2,3,67,3.0,1.53,1.09,2.62,1.47,2.56,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Werder Bremen,24,27.5,,34,374,3060,34.0,78,63,141,70,8,9,60,4.0,2.29,1.85,4.15,2.06,3.91,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Wolfsburg,25,27.0,,34,370,3060,34.0,56,45,101,54,2,2,98,4.0,1.65,1.32,2.97,1.59,2.91,,,,,,,,,,,2003-2004,Bundesliga,,,,,,,,,,,,,,,
Alavés,29,26.6,45.3,38,418,3420,38.0,38,20,58,29,9,11,107,5.0,1.0,0.53,1.53,0.76,1.29,2.0,623.0,476.0,77.0,798.0,309.0,459.0,8.0,11.0,2.0,2024-2025,La-Liga,42.8,34.1,25.4,59.5,449.0,1160.0,1.13,0.67,1.79,0.9,1.57,1499.0,639.0,694.0,47.9
Athletic Club,31,26.9,48.4,38,418,3420,38.0,53,40,93,50,3,6,64,3.0,1.39,1.05,2.45,1.32,2.37,1.0,483.0,386.0,68.0,772.0,344.0,345.0,5.0,5.0,1.0,2024-2025,La-Liga,53.0,48.2,36.7,84.9,682.0,1579.0,1.39,0.97,2.36,1.27,2.23,1735.0,496.0,514.0,49.1
Atlético Madrid,24,28.4,52.6,38,418,3420,38.0,68,51,119,62,6,7,75,3.0,1.79,1.34,3.13,1.63,2.97,0.0,412.0,427.0,72.0,675.0,260.0,375.0,4.0,5.0,2.0,2024-2025,La-Liga,64.6,59.3,47.9,107.2,760.0,1559.0,1.7,1.26,2.96,1.56,2.82,1563.0,445.0,420.0,51.4
Barcelona,28,24.7,68.3,38,418,3420,38.0,99,72,171,92,7,8,63,3.0,2.61,1.89,4.5,2.42,4.32,1.0,368.0,465.0,65.0,709.0,227.0,332.0,8.0,4.0,0.0,2024-2025,La-Liga,91.5,85.2,67.5,152.7,860.0,2212.0,2.41,1.78,4.18,2.24,4.02,1673.0,380.0,339.0,52.9
Betis,36,27.5,52.4,38,418,3420,38.0,55,37,92,48,7,10,75,4.0,1.45,0.97,2.42,1.26,2.24,0.0,433.0,524.0,56.0,627.0,356.0,397.0,9.0,4.0,1.0,2024-2025,La-Liga,54.7,46.9,37.5,84.5,679.0,1486.0,1.44,0.99,2.43,1.23,2.22,1679.0,464.0,478.0,49.3
Celta Vigo,30,26.8,53.6,38,418,3420,38.0,58,40,98,50,8,9,84,6.0,1.53,1.05,2.58,1.32,2.37,3.0,462.0,436.0,67.0,501.0,282.0,340.0,6.0,4.0,2.0,2024-2025,La-Liga,54.2,47.3,38.4,85.7,709.0,1659.0,1.43,1.01,2.44,1.24,2.26,1532.0,375.0,439.0,46.1
Espanyol,27,25.2,39.8,38,418,3420,38.0,38,27,65,33,5,5,88,1.0,1.0,0.71,1.71,0.87,1.58,0.0,498.0,432.0,61.0,619.0,315.0,397.0,5.0,6.0,1.0,2024-2025,La-Liga,34.4,30.5,24.5,55.0,497.0,1000.0,0.91,0.65,1.55,0.8,1.45,1364.0,493.0,504.0,49.4
Getafe,30,27.7,41.8,38,418,3420,38.0,34,21,55,29,5,5,110,7.0,0.89,0.55,1.45,0.76,1.32,3.0,602.0,506.0,90.0,721.0,276.0,393.0,3.0,9.0,0.0,2024-2025,La-Liga,36.8,33.0,23.9,56.9,368.0,981.0,0.97,0.63,1.6,0.87,1.5,1436.0,771.0,738.0,51.1
Girona,30,27.5,56.3,38,418,3420,38.0,43,31,74,39,4,5,76,2.0,1.13,0.82,1.95,1.03,1.84,0.0,437.0,439.0,79.0,804.0,279.0,348.0,4.0,6.0,1.0,2024-2025,La-Liga,42.5,38.6,31.6,70.2,765.0,1691.0,1.12,0.83,1.95,1.02,1.85,1443.0,321.0,344.0,48.3
Las Palmas,34,26.8,50.7,38,418,3420,38.0,38,27,65,35,3,4,110,4.0,1.0,0.71,1.71,0.92,1.63,2.0,452.0,462.0,59.0,674.0,321.0,370.0,1.0,10.0,3.0,2024-2025,La-Liga,36.3,33.2,26.3,59.4,499.0,1210.0,0.96,0.69,1.65,0.87,1.56,1454.0,529.0,561.0,48.5
Leganés,26,27.8,42.6,38,418,3420,38.0,38,27,65,33,5,7,82,6.0,1.0,0.71,1.71,0.87,1.58,0.0,503.0,470.0,84.0,495.0,332.0,384.0,7.0,8.0,3.0,2024-2025,La-Liga,36.0,30.6,23.3,53.8,417.0,1030.0,0.95,0.61,1.56,0.8,1.42,1500.0,472.0,614.0,43.5
Mallorca,28,28.7,46.8,38,418,3420,38.0,34,24,58,30,4,5,81,6.0,0.89,0.63,1.53,0.79,1.42,1.0,466.0,432.0,78.0,735.0,326.0,361.0,4.0,3.0,1.0,2024-2025,La-Liga,38.8,34.9,26.5,61.3,479.0,1184.0,1.02,0.7,1.72,0.92,1.61,1523.0,672.0,609.0,52.5
Osasuna,25,27.4,46.1,38,418,3420,38.0,46,28,74,37,9,9,88,0.0,1.21,0.74,1.95,0.97,1.71,0.0,508.0,379.0,66.0,819.0,266.0,365.0,9.0,7.0,1.0,2024-2025,La-Liga,44.0,37.8,29.8,67.6,567.0,1221.0,1.16,0.78,1.94,0.99,1.78,1461.0,617.0,515.0,54.5
Rayo Vallecano,26,29.3,51.7,38,418,3420,38.0,38,27,65,38,0,1,96,3.0,1.0,0.71,1.71,1.0,1.71,0.0,522.0,391.0,79.0,769.0,334.0,396.0,1.0,8.0,1.0,2024-2025,La-Liga,45.4,44.6,36.2,80.9,589.0,1362.0,1.2,0.95,2.15,1.17,2.13,1688.0,485.0,540.0,47.3
Real Madrid,30,26.6,60.4,38,418,3420,38.0,78,55,133,68,10,14,57,4.0,2.05,1.45,3.5,1.79,3.24,0.0,332.0,518.0,85.0,578.0,331.0,359.0,11.0,3.0,1.0,2024-2025,La-Liga,75.3,64.5,54.6,119.0,983.0,1967.0,1.98,1.44,3.42,1.7,3.13,1541.0,334.0,267.0,55.6
Real Sociedad,31,25.1,53.8,38,418,3420,38.0,34,22,56,30,4,4,85,4.0,0.89,0.58,1.47,0.79,1.37,0.0,501.0,417.0,82.0,740.0,283.0,401.0,3.0,7.0,0.0,2024-2025,La-Liga,42.5,39.3,30.9,70.3,645.0,1341.0,1.12,0.81,1.93,1.03,1.85,1569.0,578.0,606.0,48.8
Sevilla,35,26.1,50.5,38,418,3420,38.0,39,32,71,37,2,3,98,8.0,1.03,0.84,1.87,0.97,1.82,3.0,494.0,402.0,70.0,612.0,367.0,390.0,1.0,6.0,1.0,2024-2025,La-Liga,42.7,40.3,30.8,71.1,594.0,1193.0,1.12,0.81,1.93,1.06,1.87,1551.0,531.0,442.0,54.6
Valencia,32,24.7,48.4,38,418,3420,38.0,43,26,69,38,5,5,86,1.0,1.13,0.68,1.82,1.0,1.68,0.0,442.0,446.0,72.0,763.0,302.0,415.0,4.0,9.0,3.0,2024-2025,La-Liga,43.3,39.3,30.0,69.3,572.0,1340.0,1.14,0.79,1.93,1.03,1.82,1550.0,449.0,540.0,45.4
Valladolid,38,25.6,42.8,38,418,3420,38.0,26,15,41,21,5,5,91,5.0,0.68,0.39,1.08,0.55,0.95,2.0,459.0,486.0,67.0,671.0,311.0,357.0,3.0,7.0,1.0,2024-2025,La-Liga,34.6,30.7,25.7,56.4,476.0,991.0,0.91,0.68,1.59,0.81,1.48,1355.0,544.0,524.0,50.9
Villarreal,31,26.7,47.6,38,418,3420,38.0,69,51,120,64,5,7,96,4.0,1.82,1.34,3.16,1.68,3.03,1.0,442.0,463.0,77.0,674.0,281.0,396.0,6.0,8.0,1.0,2024-2025,La-Liga,64.8,59.1,49.7,108.8,693.0,1522.0,1.71,1.31,3.01,1.56,2.86,1547.0,492.0,399.0,55.2
Auxerre,25,23.8,,34,374,3060,34.0,47,29,76,42,5,6,58,3.0,1.38,0.85,2.24,1.24,2.09,,,,,,,,,,,2001-2002,Ligue-1,,,,,,,,,,,,,,,
