team,players_used,avg_age,possession,games_played,goals,assists,pens_made,pens_attempted,cards_yellow,cards_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,progressive_carries,progressive_passes,ball_recoveries,aerials_won,aerials_lost
Strasbourg,30,21.4,50.1,34,54,43,2,2,71,3.0,393.0,417.0,48.0,496.0,282.0,335.0,2.0,9.0,2.0,2024-2025,Ligue-1,49.3,47.7,38.5,563.0,1204.0,1436.0,339.0,324.0
Toulouse,27,25.2,45.0,34,42,34,3,4,54,3.0,441.0,415.0,46.0,580.0,281.0,364.0,4.0,2.0,3.0,2024-2025,Ligue-1,49.1,46.0,34.7,543.0,1219.0,1531.0,426.0,443.0
Alavés,33,27.9,42.0,38,29,20,6,7,93,4.0,529.0,455.0,72.0,758.0,376.0,324.0,6.0,9.0,0.0,2021-2022,La-Liga,37.3,31.8,25.5,420.0,984.0,1910.0,869.0,674.0
Athletic Club,26,26.9,48.1,38,40,34,3,7,90,4.0,487.0,483.0,89.0,798.0,339.0,292.0,5.0,3.0,1.0,2021-2022,La-Liga,49.6,44.0,37.5,653.0,1572.0,2098.0,585.0,572.0
Atlético Madrid,26,28.1,50.6,38,63,45,4,5,111,7.0,473.0,503.0,85.0,703.0,365.0,346.0,4.0,8.0,3.0,2021-2022,La-Liga,54.4,50.6,40.2,705.0,1463.0,2002.0,559.0,539.0
Barcelona,38,26.2,64.2,38,68,52,6,7,97,5.0,499.0,489.0,99.0,798.0,325.0,331.0,6.0,3.0,0.0,2021-2022,La-Liga,63.4,57.9,47.6,961.0,2079.0,2066.0,454.0,410.0
Betis,31,28.9,53.7,38,60,45,6,6,87,6.0,485.0,470.0,71.0,547.0,361.0,392.0,4.0,3.0,2.0,2021-2022,La-Liga,53.5,48.8,37.7,666.0,1518.0,1908.0,505.0,511.0
Cádiz,33,28.5,41.3,38,35,21,3,6,105,3.0,488.0,449.0,69.0,865.0,413.0,380.0,5.0,13.0,0.0,2021-2022,La-Liga,39.5,34.8,24.6,571.0,1080.0,2077.0,601.0,693.0
Celta Vigo,25,28.4,55.2,38,43,29,3,6,87,3.0,507.0,463.0,83.0,768.0,376.0,409.0,3.0,8.0,2.0,2021-2022,La-Liga,43.1,38.3,28.8,665.0,1447.0,2144.0,603.0,696.0
Elche,28,29.1,48.4,38,39,29,1,1,104,6.0,518.0,471.0,74.0,720.0,305.0,325.0,1.0,10.0,0.0,2021-2022,La-Liga,33.7,32.9,27.6,531.0,1102.0,1982.0,527.0,515.0
Espanyol,34,27.7,46.9,38,39,25,5,5,99,7.0,440.0,516.0,70.0,627.0,326.0,338.0,3.0,5.0,2.0,2021-2022,La-Liga,36.7,32.9,25.8,610.0,1212.0,1736.0,447.0,574.0
Getafe,31,26.6,41.5,38,31,26,3,5,121,8.0,559.0,481.0,53.0,621.0,401.0,360.0,1.0,4.0,1.0,2021-2022,La-Liga,29.3,25.3,19.4,399.0,917.0,1924.0,721.0,717.0
Granada,32,28.1,44.7,38,43,28,3,5,105,4.0,477.0,466.0,62.0,691.0,326.0,343.0,2.0,9.0,2.0,2021-2022,La-Liga,39.0,35.1,26.7,435.0,1047.0,1867.0,602.0,743.0
Levante,31,28.0,47.2,38,51,34,8,13,109,6.0,550.0,403.0,77.0,624.0,377.0,305.0,6.0,6.0,0.0,2021-2022,La-Liga,55.1,45.1,31.7,569.0,1343.0,2054.0,441.0,492.0
Mallorca,33,27.9,45.3,38,33,23,6,7,114,7.0,554.0,535.0,67.0,597.0,344.0,332.0,6.0,8.0,4.0,2021-2022,La-Liga,38.8,33.3,25.7,575.0,1129.0,2007.0,651.0,703.0
Osasuna,29,27.7,46.9,38,37,23,6,8,84,2.0,498.0,391.0,66.0,864.0,368.0,331.0,3.0,7.0,2.0,2021-2022,La-Liga,36.7,30.7,22.9,417.0,1328.0,2118.0,808.0,743.0
Rayo Vallecano,28,27.5,49.9,38,38,28,4,4,101,3.0,537.0,511.0,83.0,862.0,365.0,359.0,4.0,9.0,1.0,2021-2022,La-Liga,42.8,39.7,30.7,697.0,1312.0,2110.0,652.0,655.0
Real Madrid,31,27.7,59.9,38,80,59,8,12,76,0.0,394.0,474.0,106.0,611.0,334.0,345.0,10.0,5.0,0.0,2021-2022,La-Liga,71.7,62.2,50.7,1029.0,2078.0,1941.0,397.0,319.0
Real Sociedad,32,25.7,54.3,38,40,22,9,10,77,4.0,491.0,465.0,76.0,638.0,348.0,339.0,8.0,6.0,0.0,2021-2022,La-Liga,51.5,43.8,32.9,667.0,1462.0,2012.0,678.0,597.0
Sevilla,33,28.6,59.4,38,51,40,2,3,97,4.0,462.0,462.0,80.0,787.0,270.0,302.0,3.0,4.0,0.0,2021-2022,La-Liga,42.4,40.0,32.5,625.0,1596.0,2064.0,595.0,561.0
Valencia,34,24.8,43.6,38,45,30,8,9,134,8.0,641.0,586.0,52.0,765.0,339.0,364.0,8.0,8.0,3.0,2021-2022,La-Liga,39.0,32.2,25.4,554.0,1202.0,2079.0,564.0,599.0
Villarreal,29,28.0,56.8,38,62,51,5,6,81,1.0,472.0,459.0,91.0,574.0,329.0,312.0,3.0,5.0,1.0,2021-2022,La-Liga,64.2,60.0,50.9,790.0,1698.0,1946.0,491.0,437.0
Arsenal,27,24.4,52.8,38,60,41,5,8,67,4.0,365.0,357.0,66.0,633.0,296.0,311.0,6.0,6.0,1.0,2021-2022,Premier-League,60.5,55.1,40.2,734.0,1655.0,1861.0,463.0,572.0
Aston Villa,31,26.1,46.5,38,50,42,3,3,81,2.0,401.0,504.0,52.0,670.0,339.0,382.0,2.0,6.0,2.0,2021-2022,Premier-League,44.0,42.0,34.8,653.0,1300.0,1850.0,538.0,561.0
Brentford,29,25.4,44.8,38,46,33,6,6,65,3.0,371.0,363.0,66.0,640.0,393.0,342.0,6.0,5.0,2.0,2021-2022,Premier-League,45.8,41.1,33.0,450.0,1189.0,2061.0,717.0,728.0
Brighton,26,26.2,54.4,38,40,30,4,7,72,2.0,393.0,355.0,53.0,728.0,358.0,403.0,4.0,4.0,0.0,2021-2022,Premier-League,46.2,40.7,32.3,676.0,1547.0,2154.0,569.0,498.0
Burnley,23,28.5,40.2,38,32,26,1,2,68,2.0,394.0,332.0,101.0,747.0,410.0,324.0,2.0,5.0,2.0,2021-2022,Premier-League,39.7,38.1,31.2,388.0,972.0,2027.0,827.0,733.0
Chelsea,26,27.4,61.8,38,75,52,8,9,63,1.0,409.0,392.0,69.0,745.0,347.0,348.0,8.0,6.0,1.0,2021-2022,Premier-League,63.4,56.6,44.9,894.0,1967.0,2084.0,538.0,486.0
Crystal Palace,24,27.1,51.1,38,50,31,6,8,69,1.0,414.0,481.0,63.0,643.0,333.0,374.0,6.0,4.0,2.0,2021-2022,Premier-League,46.4,40.1,31.0,592.0,1229.0,2103.0,610.0,618.0
Everton,33,26.7,40.0,38,42,29,6,7,82,6.0,368.0,388.0,53.0,653.0,365.0,402.0,7.0,2.0,5.0,2021-2022,Premier-League,41.2,35.8,28.5,512.0,1100.0,2023.0,634.0,725.0
Leeds United,29,26.1,52.3,38,42,26,5,5,101,3.0,469.0,368.0,63.0,648.0,395.0,437.0,4.0,5.0,1.0,2021-2022,Premier-League,44.4,40.4,31.3,671.0,1483.0,2260.0,470.0,626.0
Leicester City,28,26.5,52.0,38,62,46,2,2,55,1.0,356.0,396.0,60.0,556.0,367.0,384.0,1.0,9.0,1.0,2021-2022,Premier-League,47.8,46.2,34.2,622.0,1356.0,2015.0,530.0,553.0
Liverpool,27,27.7,62.7,38,94,71,7,8,50,1.0,363.0,286.0,63.0,897.0,340.0,320.0,5.0,0.0,1.0,2021-2022,Premier-League,88.7,82.7,63.5,885.0,2243.0,2265.0,571.0,467.0
Manchester City,26,27.0,67.9,38,96,63,7,9,42,1.0,321.0,330.0,66.0,869.0,279.0,284.0,7.0,1.0,0.0,2021-2022,Premier-League,88.7,81.4,65.5,1145.0,2421.0,1967.0,482.0,397.0
Manchester Utd,29,27.2,52.7,38,56,46,3,5,77,2.0,396.0,320.0,88.0,659.0,340.0,358.0,3.0,5.0,3.0,2021-2022,Premier-League,55.8,51.9,42.5,784.0,1568.0,2071.0,555.0,443.0
Newcastle Utd,29,27.5,40.4,38,41,23,3,3,81,2.0,392.0,366.0,71.0,592.0,360.0,383.0,1.0,6.0,2.0,2021-2022,Premier-League,38.1,35.9,25.8,544.0,923.0,1835.0,677.0,619.0
Norwich City,28,26.2,42.9,38,21,16,3,3,57,1.0,356.0,431.0,55.0,568.0,381.0,368.0,2.0,12.0,2.0,2021-2022,Premier-League,32.3,30.0,24.3,566.0,1031.0,1887.0,493.0,598.0
Southampton,25,25.7,47.7,38,41,26,4,4,65,2.0,402.0,363.0,42.0,711.0,446.0,340.0,4.0,2.0,2.0,2021-2022,Premier-League,44.8,41.6,32.5,728.0,1326.0,2224.0,672.0,726.0
Tottenham,25,26.5,51.8,38,63,50,5,5,69,1.0,386.0,406.0,62.0,632.0,355.0,349.0,3.0,2.0,1.0,2021-2022,Premier-League,61.2,57.3,47.0,791.0,1459.0,1893.0,560.0,500.0
Watford,30,28.4,40.7,38,33,26,1,2,63,3.0,442.0,352.0,53.0,610.0,444.0,356.0,2.0,7.0,3.0,2021-2022,Premier-League,40.0,38.4,32.5,557.0,1070.0,2154.0,711.0,749.0
West Ham,25,28.2,47.9,38,58,46,4,6,52,3.0,323.0,276.0,59.0,802.0,374.0,301.0,3.0,6.0,2.0,2021-2022,Premier-League,51.4,46.8,37.4,646.0,1449.0,1970.0,639.0,628.0
Wolves,26,27.3,49.5,38,35,22,1,1,62,2.0,366.0,335.0,61.0,587.0,389.0,377.0,1.0,10.0,1.0,2021-2022,Premier-League,37.5,36.8,26.4,723.0,1283.0,2104.0,461.0,490.0
Bari,23,24.7,,34,34,19,3,3,72,3.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Bologna,27,29.0,,34,31,20,1,1,105,7.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Cagliari,26,26.1,,34,27,15,4,5,89,10.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Fiorentina,24,28.3,,34,48,37,0,1,72,4.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Hellas Verona,27,25.7,,34,39,25,2,2,63,6.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Inter,26,27.8,,34,58,40,3,4,61,3.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Juventus,21,26.9,,34,43,31,9,9,72,9.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Lazio,23,27.8,,34,63,39,8,9,66,3.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Lecce,24,26.4,,34,33,14,5,5,80,7.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Milan,26,27.1,,34,61,39,11,13,84,5.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Parma,27,26.0,,34,49,39,5,6,64,6.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Perugia,26,28.0,,34,35,19,3,4,60,7.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Piacenza,28,27.7,,34,19,10,4,7,83,9.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Reggina,27,24.4,,34,30,18,5,5,75,8.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Roma,25,27.3,,34,54,34,8,8,74,5.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Torino,34,27.3,,34,35,20,8,8,108,13.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Udinese,28,24.9,,34,53,41,2,4,71,1.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Venezia,31,27.7,,34,30,23,2,3,89,7.0,,,,,,,,,,1999-2000,Serie-A,,,,,,,,
Ajaccio,36,29.1,43.2,38,22,12,6,9,86,10.0,541.0,495.0,63.0,631.0,420.0,382.0,8.0,10.0,2.0,2022-2023,Ligue-1,36.1,29.5,22.8,487.0,1169.0,2053.0,602.0,711.0
Angers,33,25.7,46.9,38,31,18,4,4,69,5.0,492.0,422.0,47.0,584.0,375.0,386.0,4.0,11.0,4.0,2022-2023,Ligue-1,40.9,37.8,28.0,632.0,1393.0,2025.0,436.0,441.0
Auxerre,33,27.3,43.3,38,32,17,7,9,54,6.0,462.0,419.0,48.0,617.0,454.0,378.0,6.0,6.0,1.0,2022-2023,Ligue-1,42.8,35.8,27.3,531.0,1284.0,2078.0,487.0,566.0
Brest,29,26.6,44.9,38,43,28,7,8,63,2.0,499.0,462.0,59.0,755.0,475.0,417.0,7.0,9.0,2.0,2022-2023,Ligue-1,43.4,37.1,29.5,592.0,1311.0,2115.0,633.0,569.0
Clermont Foot,28,27.2,48.3,38,44,26,7,10,72,5.0,426.0,592.0,52.0,564.0,440.0,398.0,7.0,12.0,0.0,2022-2023,Ligue-1,47.5,39.6,27.7,532.0,1304.0,2051.0,410.0,427.0
Lens,29,26.4,55.6,38,66,49,6,9,63,3.0,492.0,481.0,62.0,791.0,339.0,323.0,7.0,3.0,1.0,2022-2023,Ligue-1,66.7,59.8,47.4,738.0,1829.0,1975.0,406.0,369.0
Lille,26,26.0,60.5,38,65,40,11,12,82,1.0,497.0,480.0,64.0,624.0,301.0,370.0,10.0,5.0,3.0,2022-2023,Ligue-1,68.7,60.0,46.4,798.0,1982.0,2138.0,440.0,463.0
Lorient,30,25.2,46.6,38,49,32,4,6,48,4.0,397.0,501.0,49.0,434.0,369.0,420.0,5.0,2.0,1.0,2022-2023,Ligue-1,44.5,39.8,29.4,753.0,1329.0,2019.0,407.0,479.0
Lyon,29,25.5,58.1,38,63,45,6,8,61,3.0,500.0,453.0,57.0,649.0,481.0,423.0,5.0,11.0,3.0,2022-2023,Ligue-1,61.1,54.8,45.1,709.0,1883.0,2144.0,452.0,438.0
Marseille,30,27.3,56.7,38,61,38,6,7,63,4.0,533.0,419.0,68.0,751.0,420.0,404.0,3.0,5.0,3.0,2022-2023,Ligue-1,65.3,60.0,47.0,759.0,1919.0,2291.0,491.0,484.0
Monaco,27,24.7,48.2,38,69,47,5,8,64,5.0,488.0,411.0,84.0,661.0,426.0,400.0,8.0,5.0,3.0,2022-2023,Ligue-1,62.1,55.7,42.2,719.0,1820.0,2203.0,515.0,457.0
Montpellier,31,26.0,45.8,38,64,41,7,7,68,10.0,488.0,523.0,71.0,673.0,404.0,413.0,6.0,11.0,2.0,2022-2023,Ligue-1,52.2,46.7,34.3,556.0,1250.0,2095.0,480.0,553.0
Nantes,29,26.7,45.9,38,35,27,3,5,65,4.0,481.0,414.0,54.0,820.0,431.0,431.0,3.0,9.0,4.0,2022-2023,Ligue-1,42.8,39.0,31.8,705.0,1565.0,2075.0,592.0,598.0
Nice,34,26.5,51.5,38,47,32,6,7,53,3.0,383.0,376.0,51.0,690.0,413.0,467.0,5.0,5.0,0.0,2022-2023,Ligue-1,57.2,51.7,39.3,774.0,1534.0,2143.0,392.0,365.0
Paris S-G,26,26.9,60.7,38,86,62,5,7,57,5.0,380.0,416.0,77.0,399.0,296.0,362.0,5.0,5.0,1.0,2022-2023,Ligue-1,78.2,72.6,56.8,810.0,2029.0,1938.0,245.0,201.0
Reims,34,24.9,48.7,38,45,31,7,8,70,9.0,507.0,423.0,85.0,707.0,397.0,407.0,7.0,3.0,2.0,2022-2023,Ligue-1,61.5,55.2,43.4,712.0,1717.0,2368.0,472.0,465.0
Rennes,32,25.2,55.4,38,66,47,3,3,58,6.0,465.0,379.0,54.0,564.0,341.0,335.0,3.0,5.0,1.0,2022-2023,Ligue-1,61.4,59.0,45.4,774.0,1922.0,2035.0,538.0,520.0
Strasbourg,29,27.3,45.9,38,48,28,5,7,73,7.0,529.0,474.0,43.0,647.0,437.0,409.0,6.0,11.0,0.0,2022-2023,Ligue-1,48.5,42.8,32.1,610.0,1351.0,2132.0,677.0,573.0
Toulouse,29,25.1,51.3,38,50,33,4,4,62,3.0,473.0,413.0,74.0,660.0,409.0,406.0,2.0,7.0,3.0,2022-2023,Ligue-1,52.5,49.4,35.8,648.0,1737.0,2168.0,483.0,460.0
Troyes,32,25.8,42.6,38,43,26,5,5,55,5.0,402.0,404.0,57.0,517.0,398.0,361.0,4.0,8.0,2.0,2022-2023,Ligue-1,39.1,35.6,27.9,638.0,1235.0,1986.0,476.0,495.0
Ajaccio,25,26.9,,38,36,24,2,3,84,5.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Auxerre,24,26.5,,38,48,32,1,1,59,,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Bastia,27,25.1,,38,32,21,0,0,71,6.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Bordeaux,24,25.4,,38,35,24,4,4,69,8.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Caen,31,25.4,,38,35,22,3,4,84,2.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Istres,31,27.7,,38,25,17,2,2,96,8.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Lens,23,25.4,,38,44,33,4,4,71,3.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Lille,25,24.7,,38,50,34,5,6,76,7.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Lyon,22,25.5,,38,54,40,2,4,54,1.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Marseille,26,26.4,,38,47,26,1,1,83,2.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Metz,28,24.3,,38,33,19,4,4,69,3.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Monaco,24,24.8,,38,52,32,4,4,87,3.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Nantes,32,24.5,,38,33,23,2,2,63,6.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Nice,26,26.9,,38,38,22,6,7,97,6.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Paris S-G,27,26.7,,38,36,27,6,8,81,7.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Rennes,23,24.1,,38,48,38,5,5,73,5.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Saint-Étienne,23,24.9,,38,47,27,5,5,72,3.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Sochaux,28,25.9,,38,41,27,1,2,67,4.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Strasbourg,23,25.5,,38,42,24,4,4,73,7.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Toulouse,26,24.7,,38,34,21,1,1,75,4.0,,,,,,,,,,2004-2005,Ligue-1,,,,,,,,
Alavés,23,27.4,,38,55,36,8,9,113,5.0,731.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Athletic Club,26,26.0,,38,44,27,4,5,111,11.0,800.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Barcelona,24,26.4,,38,79,46,5,6,91,9.0,681.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Celta Vigo,24,27.1,,38,49,29,5,5,125,11.0,786.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Espanyol,28,25.8,,38,44,27,4,5,89,5.0,852.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
La Coruña,23,28.3,,38,73,40,4,6,103,7.0,607.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Las Palmas,29,26.6,,38,42,24,5,6,117,9.0,724.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Málaga,27,27.0,,38,60,36,4,4,95,6.0,720.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Mallorca,27,28.2,,38,59,40,1,3,93,5.0,689.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Numancia,26,27.3,,38,38,27,4,4,103,5.0,729.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Osasuna,27,26.9,,38,40,25,4,8,91,3.0,665.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Oviedo,28,25.0,,38,51,32,2,4,109,6.0,641.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Racing Sant,28,27.2,,38,47,22,4,4,98,6.0,738.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Rayo Vallecano,24,28.2,,38,54,31,5,6,109,9.0,667.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Real Madrid,23,25.8,,38,78,50,4,8,78,2.0,594.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Real Sociedad,30,26.6,,38,51,28,9,9,95,12.0,634.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Valencia,24,27.6,,38,53,39,6,9,117,7.0,818.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Valladolid,24,26.2,,38,41,26,5,6,109,6.0,739.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Villarreal,24,26.5,,38,57,29,3,3,116,10.0,782.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
Zaragoza,25,28.3,,38,53,37,2,3,86,6.0,653.0,,,,,,,,,2000-2001,La-Liga,,,,,,,,
1860 Munich,23,27.8,,34,50,32,5,6,87,4.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Arminia,27,27.9,,34,39,27,4,5,69,7.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Bayern Munich,24,27.9,,34,72,55,5,6,81,2.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Dortmund,25,28.0,,34,39,35,2,2,97,1.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Eint Frankfurt,26,28.2,,34,42,34,4,4,68,4.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Freiburg,25,25.4,,34,45,31,5,9,72,8.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Hamburger SV,26,27.2,,34,60,42,10,10,64,2.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Hansa Rostock,23,28.0,,34,42,27,4,4,79,4.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Hertha BSC,27,27.5,,34,38,30,0,1,79,3.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Kaiserslautern,23,29.2,,34,52,40,5,7,73,5.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Leverkusen,25,26.2,,34,74,55,4,5,82,4.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
MSV Duisburg,27,29.0,,34,37,24,5,5,82,1.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Schalke 04,27,28.2,,34,40,31,3,5,78,7.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Stuttgart,26,27.6,,34,43,30,2,3,74,6.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Ulm,21,27.1,,34,35,29,2,2,69,7.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Unterhaching,22,28.0,,34,40,23,5,7,53,4.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Werder Bremen,23,26.9,,34,65,51,5,5,67,3.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Wolfsburg,27,28.4,,34,51,43,1,2,70,1.0,,,,,,,,,,1999-2000,Bundesliga,,,,,,,,
Atalanta,29,26.3,51.0,38,72,57,5,5,76,1.0,486.0,367.0,63.0,710.0,340.0,369.0,4.0,9.0,1.0,2023-2024,Serie-A,57.8,53.9,43.9,715.0,1754.0,2023.0,627.0,491.0
Bologna,28,25.2,58.1,38,52,32,4,5,85,2.0,458.0,456.0,55.0,510.0,258.0,385.0,3.0,7.0,1.0,2023-2024,Serie-A,47.9,44.0,32.1,660.0,1453.0,1769.0,416.0,413.0
Cagliari,29,26.1,42.1,38,41,30,4,6,77,4.0,464.0,418.0,64.0,852.0,265.0,315.0,3.0,5.0,3.0,2023-2024,Serie-A,42.9,38.4,29.1,529.0,1109.0,1774.0,571.0,613.0
Empoli,34,26.0,44.0,38,26,19,5,5,88,1.0,524.0,514.0,82.0,672.0,263.0,378.0,4.0,8.0,1.0,2023-2024,Serie-A,36.2,32.4,25.8,524.0,1056.0,1623.0,509.0,628.0
Fiorentina,30,27.0,57.4,38,60,41,4,8,80,0.0,459.0,450.0,57.0,748.0,236.0,320.0,6.0,9.0,0.0,2023-2024,Serie-A,51.7,45.4,35.3,621.0,1656.0,1720.0,626.0,603.0
Frosinone,34,24.3,49.7,38,44,29,8,10,68,2.0,388.0,442.0,48.0,524.0,241.0,322.0,8.0,8.0,2.0,2023-2024,Serie-A,45.8,37.9,30.2,563.0,1326.0,1780.0,518.0,602.0
Genoa,34,26.7,44.1,38,43,27,5,6,79,3.0,450.0,406.0,47.0,610.0,332.0,352.0,3.0,4.0,1.0,2023-2024,Serie-A,35.7,31.0,22.8,468.0,1079.0,1643.0,610.0,543.0
Hellas Verona,36,25.7,44.4,38,38,29,3,7,88,6.0,541.0,447.0,61.0,724.0,302.0,387.0,4.0,2.0,1.0,2023-2024,Serie-A,38.0,32.4,27.2,539.0,1122.0,1842.0,750.0,644.0
Inter,27,29.1,57.1,38,87,60,13,14,46,1.0,405.0,408.0,77.0,804.0,280.0,321.0,11.0,4.0,0.0,2023-2024,Serie-A,78.2,67.4,55.6,720.0,1620.0,1602.0,535.0,370.0
Juventus,31,26.5,48.5,38,52,37,3,5,87,2.0,478.0,376.0,72.0,708.0,253.0,369.0,3.0,3.0,2.0,2023-2024,Serie-A,54.6,50.6,39.6,709.0,1473.0,1656.0,486.0,434.0
Lazio,22,28.2,53.3,38,46,30,4,4,101,5.0,473.0,435.0,72.0,624.0,295.0,348.0,3.0,3.0,0.0,2023-2024,Serie-A,46.5,43.4,32.9,716.0,1528.0,1764.0,399.0,453.0
Lecce,26,24.9,44.9,38,30,23,3,5,89,5.0,504.0,481.0,56.0,650.0,308.0,374.0,4.0,6.0,1.0,2023-2024,Serie-A,43.1,39.2,30.6,638.0,1183.0,1779.0,548.0,616.0
Milan,35,26.6,56.9,38,76,56,6,8,82,8.0,429.0,410.0,57.0,660.0,252.0,333.0,6.0,8.0,1.0,2023-2024,Serie-A,66.2,60.0,46.0,899.0,1569.0,1616.0,432.0,410.0
Monza,31,26.8,53.5,38,38,29,4,5,88,5.0,458.0,408.0,40.0,584.0,279.0,334.0,2.0,9.0,0.0,2023-2024,Serie-A,39.5,35.9,27.8,723.0,1248.0,1468.0,442.0,462.0
Napoli,29,27.2,60.9,38,54,36,6,10,77,5.0,381.0,451.0,71.0,737.0,241.0,326.0,8.0,4.0,0.0,2023-2024,Serie-A,61.4,53.3,42.9,802.0,1758.0,1707.0,470.0,483.0
Roma,30,27.7,54.9,38,64,44,11,12,95,3.0,455.0,430.0,66.0,654.0,242.0,336.0,7.0,5.0,3.0,2023-2024,Serie-A,51.4,42.3,34.4,682.0,1469.0,1602.0,478.0,443.0
Salernitana,39,27.2,44.5,38,32,25,2,2,91,3.0,450.0,470.0,61.0,596.0,279.0,327.0,1.0,10.0,2.0,2023-2024,Serie-A,30.3,28.7,22.4,499.0,1119.0,1634.0,520.0,662.0
Sassuolo,30,26.4,43.8,38,42,28,7,8,71,4.0,387.0,398.0,26.0,661.0,267.0,310.0,6.0,11.0,4.0,2023-2024,Serie-A,39.8,33.8,25.9,636.0,1301.0,1600.0,452.0,607.0
Torino,30,26.4,51.6,38,35,29,2,2,75,2.0,471.0,419.0,63.0,761.0,329.0,275.0,2.0,7.0,0.0,2023-2024,Serie-A,37.7,36.1,30.1,710.0,1333.0,1679.0,588.0,594.0
Udinese,32,25.7,39.3,38,36,23,3,4,94,5.0,496.0,418.0,57.0,556.0,327.0,381.0,4.0,9.0,1.0,2023-2024,Serie-A,39.1,36.8,28.0,602.0,1022.0,1752.0,561.0,467.0
